@relation MicTrain
@attribute f_0 numeric
@attribute f_1 numeric
@attribute f_2 numeric
@attribute f_3 numeric
@attribute f_4 numeric
@attribute f_5 numeric
@attribute f_6 numeric
@attribute f_7 numeric
@attribute f_8 numeric
@attribute f_9 numeric
@attribute f_10 numeric
@attribute f_11 numeric
@attribute f_12 numeric
@attribute f_13 numeric
@attribute f_14 numeric
@attribute f_15 numeric
@attribute f_16 numeric
@attribute f_17 numeric
@attribute f_18 numeric
@attribute f_19 numeric
@attribute f_20 numeric
@attribute f_21 numeric
@attribute f_22 numeric
@attribute f_23 numeric
@attribute f_24 numeric
@attribute f_25 numeric
@attribute f_26 numeric
@attribute f_27 numeric
@attribute f_28 numeric
@attribute f_29 numeric
@attribute f_30 numeric
@attribute f_31 numeric
@attribute f_32 numeric
@attribute f_33 numeric
@attribute f_34 numeric
@attribute f_35 numeric
@attribute f_36 numeric
@attribute f_37 numeric
@attribute f_38 numeric
@attribute f_39 numeric
@attribute f_40 numeric
@attribute f_41 numeric
@attribute f_42 numeric
@attribute f_43 numeric
@attribute f_44 numeric
@attribute f_45 numeric
@attribute f_46 numeric
@attribute f_47 numeric
@attribute f_48 numeric
@attribute f_49 numeric
@attribute f_50 numeric
@attribute f_51 numeric
@attribute f_52 numeric
@attribute f_53 numeric
@attribute f_54 numeric
@attribute f_55 numeric
@attribute f_56 numeric
@attribute f_57 numeric
@attribute f_58 numeric
@attribute f_59 numeric
@attribute f_60 numeric
@attribute f_61 numeric
@attribute f_62 numeric
@attribute f_63 numeric
@attribute f_64 numeric
@attribute f_65 numeric
@attribute f_66 numeric
@attribute f_67 numeric
@attribute f_68 numeric
@attribute f_69 numeric
@attribute f_70 numeric
@attribute f_71 numeric
@attribute f_72 numeric
@attribute f_73 numeric
@attribute f_74 numeric
@attribute f_75 numeric
@attribute f_76 numeric
@attribute f_77 numeric
@attribute f_78 numeric
@attribute f_79 numeric
@attribute f_80 numeric
@attribute f_81 numeric
@attribute f_82 numeric
@attribute f_83 numeric
@attribute f_84 numeric
@attribute f_85 numeric
@attribute f_86 numeric
@attribute f_87 numeric
@attribute f_88 numeric
@attribute f_89 numeric
@attribute f_90 numeric
@attribute f_91 numeric
@attribute f_92 numeric
@attribute f_93 numeric
@attribute f_94 numeric
@attribute f_95 numeric
@attribute f_96 numeric
@attribute f_97 numeric
@attribute f_98 numeric
@attribute f_99 numeric
@attribute f_100 numeric
@attribute f_101 numeric
@attribute f_102 numeric
@attribute f_103 numeric
@attribute f_104 numeric
@attribute f_105 numeric
@attribute f_106 numeric
@attribute f_107 numeric
@attribute f_108 numeric
@attribute f_109 numeric
@attribute f_110 numeric
@attribute f_111 numeric
@attribute f_112 numeric
@attribute f_113 numeric
@attribute f_114 numeric
@attribute f_115 numeric
@attribute f_116 numeric
@attribute f_117 numeric
@attribute f_118 numeric
@attribute f_119 numeric
@attribute f_120 numeric
@attribute f_121 numeric
@attribute f_122 numeric
@attribute f_123 numeric
@attribute f_124 numeric
@attribute f_125 numeric
@attribute f_126 numeric
@attribute f_127 numeric
@attribute f_128 numeric
@attribute f_129 numeric
@attribute f_130 numeric
@attribute f_131 numeric
@attribute f_132 numeric
@attribute f_133 numeric
@attribute f_134 numeric
@attribute f_135 numeric
@attribute f_136 numeric
@attribute f_137 numeric
@attribute f_138 numeric
@attribute f_139 numeric
@attribute f_140 numeric
@attribute f_141 numeric
@attribute f_142 numeric
@attribute f_143 numeric
@attribute f_144 numeric
@attribute f_145 numeric
@attribute f_146 numeric
@attribute f_147 numeric
@attribute f_148 numeric
@attribute f_149 numeric
@attribute f_150 numeric
@attribute f_151 numeric
@attribute f_152 numeric
@attribute f_153 numeric
@attribute f_154 numeric
@attribute f_155 numeric
@attribute f_156 numeric
@attribute f_157 numeric
@attribute f_158 numeric
@attribute f_159 numeric
@attribute f_160 numeric
@attribute f_161 numeric
@attribute f_162 numeric
@attribute f_163 numeric
@attribute f_164 numeric
@attribute f_165 numeric
@attribute f_166 numeric
@attribute f_167 numeric
@attribute f_168 numeric
@attribute f_169 numeric
@attribute f_170 numeric
@attribute f_171 numeric
@attribute f_172 numeric
@attribute f_173 numeric
@attribute f_174 numeric
@attribute f_175 numeric
@attribute f_176 numeric
@attribute f_177 numeric
@attribute f_178 numeric
@attribute f_179 numeric
@attribute f_180 numeric
@attribute f_181 numeric
@attribute f_182 numeric
@attribute f_183 numeric
@attribute f_184 numeric
@attribute f_185 numeric
@attribute f_186 numeric
@attribute f_187 numeric
@attribute f_188 numeric
@attribute f_189 numeric
@attribute f_190 numeric
@attribute f_191 numeric
@attribute f_192 numeric
@attribute f_193 numeric
@attribute f_194 numeric
@attribute f_195 numeric
@attribute f_196 numeric
@attribute f_197 numeric
@attribute f_198 numeric
@attribute f_199 numeric
@attribute label {A,B,C}
@data
0.0058201305,0.005947163,0.0066355183,0.0064114914,0.0067741307,0.006166443,0.0070648286,0.0074830344,0.0071284063,0.0067843636,0.0075818733,0.007526142,0.007462682,0.0080878725,0.0070186425,0.007861673,0.0084433025,0.008499168,0.0073138564,0.008093614,0.007861209,0.009548009,0.008348838,0.009223935,0.018654639,0.010883713,0.023815999,0.01126292,0.021672118,0.033874027,0.02613721,0.039035484,0.08905525,0.15555784,0.2794241,0.28492132,0.2065117,0.29874855,0.42474192,0.44477877,0.23467912,0.1318124,0.21741539,0.42506555,0.74043185,1.252149,1.1571093,2.1167407,3.115566,2.7681503,1.4915006,1.5832734,0.98841864,0.30059674,0.60231143,0.31775466,0.5165391,0.25684908,0.06800977,0.16047548,0.10582838,0.15010421,0.1357605,0.11103973,0.07575804,0.1001952,0.019304933,0.24617359,0.29996642,0.33419776,0.2192155,0.55682445,1.170227,0.67522585,1.1508671,1.6748433,1.8395761,1.5233809,1.0401312,0.74852675,0.4693602,0.6748198,0.6796894,1.5422946,0.9009723,1.5188096,0.037599012,1.3411468,0.47205338,1.1558897,1.4015155,1.7816916,2.371062,1.4911569,0.504792,0.88314635,1.3740082,2.150526,2.9629865,3.149261,3.1747289,3.9745572,3.9822981,3.9765391,2.392528,2.700058,2.264324,2.8176074,2.7823482,1.4720886,1.654415,0.78594035,1.391892,0.60903454,1.1605511,1.139778,0.69302076,0.79991245,2.968475,2.223122,1.0227935,1.253476,2.7155824,3.0228038,4.4849596,3.37667,4.156334,3.5965014,3.8233106,4.201472,2.988522,2.6097667,1.0540991,3.0453022,1.8982347,1.0671854,2.8788192,2.5584972,2.5442798,1.3582317,0.92460895,2.3245342,3.509056,3.6470683,3.1389627,3.861626,4.098154,4.9471602,7.584205,9.753765,10.500761,8.611858,6.1489415,4.7230225,4.880315,2.3331475,2.7994218,3.8039157,2.3523278,0.3948888,3.1856623,5.6108193,3.3076763,3.4827614,4.3775935,4.991243,4.323415,2.8079095,4.344541,4.73267,4.0913825,5.1223364,4.7139225,3.1076386,4.2799077,4.588919,1.7207521,0.81387913,0.9439071,0.42489713,1.2663597,1.9711972,1.8867917,1.5983002,1.7477154,2.4010031,2.1816776,2.2295437,3.333214,3.6566093,2.0843835,1.1624726,1.8221449,1.5814064,1.201969,1.3047482,0.5802865,1.413542,2.0389307,0.0,B
0.08079002,0.08012227,0.08014855,0.081017576,0.08108962,0.08259306,0.083318755,0.08333799,0.08517721,0.086768,0.08795458,0.09044671,0.09218342,0.094108425,0.097600654,0.100459725,0.103319295,0.107409865,0.11263118,0.11706229,0.124218166,0.13035385,0.14104536,0.15345035,0.16989033,0.18089151,0.21419273,0.28080124,0.268113,0.70130515,1.3668342,1.7228571,5.6748996,5.11555,4.6168556,13.463709,19.867966,13.255546,2.4389207,1.7741853,3.4179542,1.8942844,0.7615762,0.92572135,0.91229296,0.51352733,0.61086243,0.42677152,0.84875095,0.86969984,0.41812736,1.0939335,1.277388,0.6237009,1.1906801,1.1212424,0.96630293,2.6979408,1.4555793,1.8016173,2.5920825,3.886003,7.4299145,14.28044,20.795033,18.508745,13.900343,9.405524,5.323887,4.4488196,4.402636,8.659161,17.74626,17.233892,13.938153,11.515595,3.9164884,2.5354805,2.4552388,0.61509025,0.7132494,1.252829,1.5902512,2.992202,1.7480917,1.4528614,1.6834306,1.955499,2.0198057,2.2841394,3.2189736,3.7165635,4.658753,5.519762,8.845948,14.799443,20.36892,19.878832,17.05041,17.153906,18.650196,17.796688,17.444965,14.745885,7.1664324,6.7392406,5.6340637,5.839963,4.1131573,7.1784725,8.056988,7.2276506,5.0336857,2.4495416,1.2036482,1.1018639,1.3155749,1.2097889,0.9454912,1.0515271,1.1261772,1.189086,1.6973684,1.7545949,1.383028,1.4300867,1.9059656,3.049601,3.6097114,4.3103604,3.6272216,2.9091558,3.0983639,4.5812535,4.6082664,3.5120807,3.844029,3.3029063,2.9238553,1.7675347,1.6528407,1.4996479,1.8497115,1.9299445,0.9540811,3.9038968,7.0024495,8.875573,7.6893177,5.4019933,2.760303,1.650813,1.1116495,0.7324914,0.7736691,0.78779316,0.83126587,0.8439282,0.88684464,1.2720283,1.7671479,1.5006561,2.4839182,2.0069995,2.613293,1.9570259,1.9230145,1.488212,1.0425789,1.1471434,1.644797,1.8483517,0.968667,0.69188476,0.8580225,0.82815194,0.59541416,0.62895465,0.30723482,0.23303877,0.3942279,0.4180266,0.45300347,0.84434754,1.2581221,1.3760896,1.0960133,0.62198055,0.42419717,0.66841954,0.61911225,0.7896313,0.6803807,0.6160453,0.71936077,0.97960407,1.46098,1.9972533,1.3174347,0.0,B
0.22653022,0.22726405,0.22841686,0.23061717,0.23229255,0.234097,0.23720236,0.24206868,0.24474573,0.2491065,0.25472304,0.25982428,0.26614943,0.2730533,0.28033662,0.28897235,0.29901844,0.30919877,0.32047617,0.33367378,0.34951535,0.36431295,0.38407302,0.4057537,0.44767934,0.4885287,0.5003851,0.5429506,1.1181532,1.1403835,1.6452583,5.8481855,1.6397911,2.126629,2.8120558,3.1020987,2.8309383,2.0396287,1.6611923,1.7999017,1.908767,1.1093445,0.8787004,0.85827935,0.945992,0.7732351,0.718701,1.1421657,1.4094567,1.7331306,2.4297252,4.3639684,11.501305,4.922266,5.6887865,6.5267906,8.404969,5.534728,3.280134,1.9709225,3.952341,7.293288,17.428114,38.522617,8.198935,4.737343,1.9760709,3.3615468,2.607252,2.1498692,0.667368,1.9476646,1.902351,0.9534918,0.7198369,0.799544,2.036963,1.5653083,2.8779547,2.9746208,1.9000869,3.8845417,9.019987,12.678654,8.446638,3.9543233,3.9957938,4.2132993,2.0736847,3.8255382,6.5731735,7.4265013,8.83656,9.073765,8.969077,23.36211,20.818525,3.7711344,5.446103,8.798398,9.232342,7.875352,3.9777255,3.8646948,3.77739,5.303735,4.062338,4.5620737,6.0109305,4.59713,2.1844978,1.9133464,1.5750499,2.9124198,1.5302774,2.8297927,4.222219,4.9218163,4.490882,3.8562758,4.409743,5.6692634,10.210008,8.252889,12.681199,8.450942,11.985167,33.447426,39.16594,8.195206,8.6335535,7.6846437,11.328889,8.810679,10.770385,9.497397,9.861819,8.21961,4.572601,4.8535748,2.8825128,2.7164948,1.5690812,2.1544178,2.8422809,1.2641084,1.4762307,1.0606207,1.3041369,0.58745533,2.8660789,1.1114987,1.5713087,1.299602,2.3289814,3.1668363,3.1409776,7.805839,13.052778,17.286959,13.73366,10.010782,11.3610115,10.700888,6.642474,3.107282,1.8462838,1.2797711,2.7474427,1.3872182,1.7384807,0.60420305,0.6783199,0.8874352,0.62599134,0.40810773,0.8610803,0.90918434,0.5325123,0.39258835,0.4478495,0.5264663,0.39244995,0.25378123,1.6291469,2.128158,1.4760784,1.127242,2.9783015,2.5722508,2.138658,1.1575103,4.0029016,2.6952975,1.7544118,1.2941142,0.72586125,2.3637462,0.7422145,0.0,B
0.6575825,0.65689576,0.65763223,0.6590687,0.6592516,0.6618079,0.66260105,0.66505194,0.6657263,0.66783696,0.6702429,0.6735588,0.6754946,0.6796219,0.6839931,0.68783283,0.69108117,0.6952177,0.7004533,0.70540667,0.7129829,0.7183963,0.72226757,0.72889113,0.74280745,0.752192,0.70861465,1.1306264,1.022978,1.192197,1.1356666,5.8481855,1.3300463,0.9988015,0.9669117,1.5895385,1.534278,0.9047496,1.7576123,1.1472465,1.4295102,1.0575843,1.0340998,1.1829473,1.234536,1.4129925,1.5283856,1.1617892,2.0453773,1.5395226,2.0909266,2.830407,3.414497,4.685341,9.500327,23.336489,30.231503,17.59422,8.207648,4.2329726,2.9277315,3.400306,17.428114,38.522617,6.2954726,3.1576326,1.9760709,3.3615468,1.238528,0.85690594,1.0426619,1.9476646,1.4295382,1.356268,1.417846,1.0246449,2.5841744,1.0750905,2.01034,1.2050946,1.8542695,3.3740406,10.138105,23.567692,17.831907,17.53831,11.606369,8.59356,7.0166693,4.107357,6.5731735,4.43709,8.769738,6.905106,4.8300257,23.36211,20.818525,3.7711344,5.446103,3.9973395,3.6266136,3.0576077,3.9777255,3.8646948,2.4182248,2.1328719,3.2276254,3.3853004,4.808912,6.097236,3.3404157,8.835745,8.825194,11.125342,11.093467,9.214571,9.959977,10.907845,10.5191555,9.7667465,8.775922,6.818801,10.210008,8.252889,12.681199,7.639108,11.985167,33.447426,39.16594,8.195206,8.6335535,3.2656999,3.0288916,2.6164625,2.2231238,3.0300708,3.704157,2.4425786,6.919501,11.331244,14.070565,22.695635,24.789711,23.37966,10.970081,8.593333,11.680609,4.7178564,5.635122,4.325144,2.574566,3.2070136,1.3335123,1.6427634,2.3289814,1.7569596,3.1409776,1.181295,8.131997,7.855987,13.73366,4.3135757,0.86727744,1.9328554,1.1725124,0.90652156,1.8898689,3.9617252,2.4186716,3.574322,5.499582,5.5789022,4.3360076,1.0415395,2.5757267,1.8930439,0.66181976,2.0113826,1.0295893,0.65505874,0.5581725,1.3013778,0.59819436,0.7705392,0.56085795,0.94861853,1.1236292,1.127242,2.9783015,2.5722508,2.138658,1.1575103,4.0029016,2.6952975,1.4829276,2.0540187,3.2420685,2.179198,4.8578587,0.0,B
0.10467707,0.10545837,0.105638854,0.105088554,0.10647195,0.10576614,0.10675228,0.10752087,0.1085051,0.10937102,0.10941115,0.11019995,0.11180774,0.11278902,0.11459704,0.11457216,0.11755352,0.11943535,0.12079473,0.124206245,0.124325804,0.12696941,0.12974714,0.12582555,0.1302349,0.11536516,0.12574048,0.2546579,0.68746597,1.2113953,0.8144764,1.3360704,0.5237399,1.1349493,0.9479894,0.7200557,2.1613858,1.2159444,0.6474744,0.46401525,0.8611647,0.42355818,0.54452324,0.38625672,0.24011566,1.4325854,1.6152086,4.1258225,3.2565932,2.2929583,1.6574941,1.414086,1.9897611,2.077222,2.4106548,6.875478,11.747349,13.597838,11.359889,5.325662,5.681465,5.871633,2.9696646,3.7092495,2.1503708,0.62501925,1.6759868,0.54076004,1.0619223,0.7595877,0.35421383,0.89110994,1.5906932,1.2204844,0.91153693,0.8841431,0.3942454,0.7875064,0.90319353,0.6345347,0.6805956,1.9125384,4.77932,9.790754,11.568959,16.687744,18.604479,17.022476,11.74699,12.307335,12.714044,7.722638,6.013468,6.4658,3.6777313,3.257345,4.6071267,4.2930794,3.2309182,0.66819644,1.1788588,0.9129128,1.0714667,0.76777554,0.573163,1.1589917,1.5346581,2.1073308,1.9009311,2.8030422,3.3404157,4.480288,6.19731,6.353544,6.163636,6.395398,6.257434,4.7376513,4.7575746,1.7003653,6.3600163,7.762445,7.5274777,3.6789098,2.7736483,1.0589181,0.98343,1.1966144,3.657119,3.0968964,3.4195557,1.9785401,1.5726861,4.2335353,4.2054644,2.5708723,3.9154391,2.544026,9.01655,8.268068,13.115586,8.318997,14.586955,6.857962,7.6980834,18.125628,23.04556,20.277275,12.368159,4.923605,1.3506404,3.0090246,3.5826094,0.66713876,0.7231642,0.31820148,1.2452818,0.510134,0.7667193,0.7679072,0.55125153,1.0108019,1.0312408,2.057415,2.4341633,0.5458923,2.4388163,2.2595851,2.253102,4.1545305,4.595642,4.52128,2.174851,1.0415395,0.874698,1.8270769,0.5185963,0.5893237,0.4338738,0.36072618,0.34765613,0.51280713,0.29239738,0.3566401,0.572672,0.35854107,1.005542,0.5366775,0.9755043,0.91652447,0.4140092,1.0865479,0.7904746,0.8326478,1.5022873,1.7268187,1.7383718,1.2499774,0.76222295,0.0,B
0.011897569,0.011931846,0.011739343,0.012484312,0.013112934,0.014193494,0.016621768,0.017055219,0.017796872,0.02051985,0.021056911,0.023795014,0.026170477,0.028489586,0.031433783,0.03357049,0.03732702,0.039175738,0.042378392,0.044917323,0.048272274,0.052840687,0.055676345,0.058040638,0.063801676,0.06906973,0.07717087,0.08019815,0.09660762,0.09836294,0.08195883,0.14828002,0.18172103,0.1900083,0.33432427,0.1721006,0.27053952,0.26929632,0.228362,0.66876566,0.55578834,0.555419,0.8041404,1.0237826,1.8160411,2.6887286,3.5689712,2.9423401,1.8988134,1.2219336,1.714875,2.3480783,2.766167,2.883586,2.8071678,2.6094582,2.2733235,1.6407849,0.92533284,0.41884276,0.3551866,0.5116937,0.54725474,0.39525533,0.5092324,0.5956681,0.7552989,1.5284351,1.3663086,0.5990506,2.2344217,1.3251398,0.86673427,0.67584956,0.65447223,0.80955756,0.85821915,0.8187655,0.6179689,0.48891747,0.48802584,1.0518271,2.2803237,2.0433753,3.323008,2.068428,2.5426517,2.6998053,3.1489701,6.5716467,7.828121,9.482461,4.830557,6.625316,4.356864,2.2316585,1.2191663,1.3046336,1.0232996,1.4065622,1.6194355,2.5724385,3.289347,3.3308198,2.7434416,2.443034,3.165786,3.8592453,3.645944,2.6506412,1.6050057,1.1944898,1.1976546,1.112013,2.3642893,1.8682444,6.256274,6.2697144,2.9438868,1.7918997,2.5109608,1.4475039,2.1151881,1.8061818,1.5360239,1.1707443,0.50110805,1.5824902,3.2785254,4.3743653,4.128094,3.7882605,4.6764507,5.161561,5.433585,3.2150803,3.2514849,3.1878533,4.602572,6.048376,9.974662,9.105728,7.002667,4.046194,3.6353643,5.5559316,2.9327898,4.0395436,2.0301816,1.5829009,2.4692795,1.2752529,1.8320836,0.8487042,1.598309,1.1179149,1.1291052,1.0214958,1.8179604,1.3548684,1.3192674,2.2761936,2.717595,4.950528,10.127478,8.168162,5.71804,3.9230027,4.113847,2.7457547,2.220596,1.7597603,0.81286883,0.8930616,0.5434877,0.354145,0.61409426,0.7101373,0.44772643,0.35340336,0.5089952,0.67644876,0.38035703,0.46671602,0.3451033,0.3702214,0.79077846,0.7514131,1.2368044,1.52855,0.86042035,0.5189435,0.5658236,0.36031553,0.4091315,0.23206173,0.2676939,0.43040994,0.5037515,0.0,B
0.011897569,0.011931846,0.011739343,0.012484312,0.013112934,0.014193494,0.016621768,0.017055219,0.01871053,0.020114774,0.020992963,0.023462187,0.024868118,0.027148984,0.02918409,0.03054821,0.032739382,0.034844704,0.037546434,0.04056593,0.042343896,0.045586184,0.049446575,0.052931488,0.057003688,0.06355274,0.07403038,0.074717484,0.089125685,0.081064984,0.100961626,0.1272643,0.21292414,0.25128692,0.12482682,0.10882224,0.1842785,0.43643758,0.68639404,0.7682248,0.85424113,0.92281324,0.8077028,0.67778265,1.1702758,0.7457711,1.9791583,0.5102878,1.8988134,0.3035273,0.99746436,0.22432663,0.54028857,0.51182073,0.4765075,0.5696815,1.0697513,1.1555166,0.57363045,0.19169533,0.5273822,0.40371683,0.26874065,0.5058579,0.5854213,0.489691,0.40428343,0.28809932,0.68530685,0.25006634,0.9945599,0.90786743,0.35381198,0.67393476,0.32667905,0.38986838,0.32298085,0.52397496,0.72400296,0.68755645,0.6327181,0.76355064,1.5644443,2.0289001,1.3372822,2.0323555,2.7343988,2.4277415,2.2190583,2.1472445,1.6594511,2.7872968,1.5795889,3.535366,0.48700857,2.2316585,0.98408127,1.3046336,1.0232996,1.4065622,1.6270897,1.6078016,1.1632059,0.37207785,0.5728296,1.1196043,0.5468032,0.4020389,0.33444706,1.1039404,1.1725055,1.1944898,1.1002692,0.8684031,0.20026854,1.8682444,1.915509,2.4709048,2.9438868,1.7918997,2.5109608,0.64061195,2.1151881,0.9961083,1.2656486,1.1707443,0.47677654,1.2396178,0.65153915,2.0142894,1.0170082,0.471718,1.6986485,2.264291,5.433585,1.9873217,3.097991,2.2414477,4.602572,6.048376,8.382371,6.6699166,7.002667,4.046194,3.6353643,5.5559316,1.2826754,4.0395436,1.9910482,1.2118946,2.4692795,0.92624056,1.8320836,0.4880013,1.598309,1.1179149,1.1291052,1.0214958,1.8179604,0.86268747,0.8367371,2.2761936,2.7085588,4.950528,6.129758,5.5605445,5.71804,3.9230027,4.113847,2.7457547,2.220596,1.7597603,0.28350174,0.5373859,0.3615849,0.354145,0.588102,0.53434134,0.36666134,0.09043294,0.19066304,0.4100089,0.38035703,0.46671602,0.24693598,0.17632905,0.79077846,0.7514131,1.0335785,1.0429448,0.86042035,0.5189435,0.23241894,0.36031553,0.110756226,0.20445704,0.20326969,0.22578344,0.47387773,0.0,B
0.43843785,0.43950164,0.4411745,0.44167295,0.44326115,0.44511327,0.44740787,0.4504985,0.45234174,0.45545632,0.46001035,0.46383494,0.4687351,0.4739713,0.47830892,0.48640957,0.49439162,0.5022001,0.5112799,0.5238726,0.5370732,0.54972535,0.56982565,0.5974897,0.63036174,0.666372,0.7109421,0.9177812,1.6340003,1.4353571,1.7439276,1.7305777,1.1711602,1.6510732,1.9931586,1.8497095,1.528306,1.560841,1.2138598,1.6635003,1.5580069,1.6670569,1.4503556,0.98100257,1.0395068,0.8700834,1.3722154,1.0400832,1.6042863,1.7891467,2.9065087,3.8225226,4.40894,4.773837,6.1301455,9.055371,11.799746,11.109033,5.720219,7.288542,9.143815,5.1634183,8.116568,2.214869,5.593552,2.5030417,2.2982874,2.5894053,1.5834422,1.1003492,0.8726821,0.8161329,0.6270128,1.1964103,0.9715318,1.3967124,0.86161685,2.0762067,1.1701581,1.4839797,1.5001025,1.6326828,7.0175595,10.013677,5.0795064,7.272403,5.562791,5.454921,17.147675,11.485555,11.077478,9.786118,1.7514527,7.4805546,5.86616,5.875182,4.894126,2.906129,3.2034395,2.6038313,2.4397979,2.9498172,2.0646107,2.4212468,2.9491355,3.3933537,4.4848886,5.735353,6.2091465,5.566873,4.62211,4.5576153,4.6547284,4.0370946,3.574493,3.9845934,6.139032,13.924118,16.266037,32.069492,24.33617,18.357573,23.122625,4.395819,10.742615,7.2197795,14.055596,12.070416,10.476903,15.352343,4.4243665,5.910028,4.103795,4.889817,3.7034762,6.8913546,2.5185423,2.870386,2.4968593,2.4200618,3.5806866,6.7183757,5.9311805,7.6268215,5.207976,7.6290646,7.3922267,5.7260137,8.427585,3.1300333,11.154555,13.765593,9.79041,4.2995853,8.738417,13.6499605,10.791272,10.362013,9.982635,4.7468905,5.250463,6.3435616,6.023877,6.3395267,6.16344,4.59095,3.6477327,3.3856683,2.610303,2.8638115,2.2243874,1.9670839,1.7450294,1.5446097,1.1389904,2.8922825,1.0462878,1.1745043,2.4053183,0.4785057,1.1743646,1.0614984,2.6428516,2.2100399,1.9556648,2.0641186,1.7736715,3.5345001,2.7185276,2.825895,2.7377098,1.6514962,1.3078392,1.859123,1.4062339,2.0868542,2.1019948,2.0538409,1.8480128,0.0,B
0.18999062,0.19049281,0.19065349,0.19000833,0.19039635,0.18981507,0.1900257,0.19090268,0.19139557,0.19093192,0.1921449,0.1916518,0.19219105,0.19207431,0.19244231,0.19295904,0.19326536,0.19563054,0.19540505,0.19737804,0.19823703,0.19932482,0.20223475,0.21527106,0.23633802,0.2678506,0.2628024,0.3280234,0.4503958,0.98274887,1.537176,1.6357942,1.2579944,1.6510732,1.9931586,1.8497095,1.528306,1.2739383,0.7124408,1.2416795,1.5346996,0.9689131,0.5901245,0.41312724,0.31093353,0.30888137,0.34692824,0.44913995,0.5709267,0.79078245,1.0082421,0.9708556,1.53796,1.8474554,1.5843165,1.445043,2.4806337,3.6954703,5.260738,7.084767,7.2640066,5.823298,4.5314884,6.579941,5.0390306,3.1153753,3.5162067,1.995853,1.5834422,1.2773336,1.3926976,1.9649328,1.049003,1.1443259,1.0746807,1.515908,1.5287948,0.85357994,1.0698987,1.2539842,1.3881156,1.4764636,2.574792,2.2664893,2.5635715,2.758581,3.616223,7.309313,8.924144,8.441784,7.469159,7.554613,7.857548,9.010279,7.344856,4.5854664,6.776047,5.82104,3.5210474,4.671418,3.7636218,3.4698377,4.153139,2.3931828,2.1676385,1.8005999,2.4166577,3.1752484,2.3035774,1.8908186,3.1584659,3.8471873,4.833814,6.3836875,6.494685,5.9602647,6.1588564,6.253402,8.534804,11.163823,8.197252,5.668421,5.6025124,9.024614,9.008053,5.5688696,9.502198,11.422142,8.315036,7.7393374,7.095941,3.7612543,4.103795,4.406482,3.7034762,2.7301412,1.9655937,1.1505768,2.032267,1.3603902,1.4162399,1.1816622,1.1723257,1.4334676,1.3083218,1.5401926,1.7578889,2.1200194,1.885317,1.4919305,0.78472733,1.0854954,1.7681502,1.8629147,2.1682477,2.1126552,2.6512525,4.6414595,4.624568,4.504875,5.250463,6.3435616,6.023877,6.3395267,6.16344,4.59095,3.6477327,2.6155257,1.6677738,0.82593054,0.84705424,1.0344946,1.1506912,1.1521993,1.0689576,0.82289344,0.4376102,0.5957616,0.5658634,0.4691446,0.32022163,0.27999264,0.26028222,0.4350209,0.6945334,0.70273435,0.7638274,0.81210476,0.74270004,0.51027226,0.5795595,0.73322576,0.48086455,0.7363007,1.4062339,2.0868542,2.1019948,2.0538409,1.8480128,0.0,B
0.11362085,0.113758855,0.11392776,0.11463812,0.115853004,0.11737651,0.11790401,0.11973084,0.12208064,0.12413612,0.12585221,0.12868817,0.13100111,0.13414992,0.13858114,0.14171211,0.14506418,0.15012732,0.15521726,0.15922262,0.16770066,0.17244178,0.17618126,0.19040623,0.18250054,0.22226651,0.27447793,0.25022215,0.4230151,0.5093809,0.9311254,0.5574319,0.9879692,1.5883526,2.3572912,2.954961,4.012621,1.8933821,2.7917893,3.3660107,3.0784373,3.0076687,2.2467694,0.7544208,0.68609565,0.59748924,0.3054715,0.432066,0.7118835,1.6446166,2.230642,2.4879062,2.7899387,2.2349148,1.747171,1.7520071,3.1430573,3.073844,2.1373491,2.0249815,0.53409934,2.1773484,1.3076056,2.7862298,2.4102252,2.1183112,2.199511,2.0207112,1.0388747,1.3255732,1.2425241,1.1318606,2.152595,0.61159855,1.808441,1.9247185,0.82176757,1.8235347,0.9203477,0.9319034,1.500251,2.885113,3.582587,1.9457667,1.8325051,2.220494,2.9682388,0.81285775,2.018125,2.2767248,1.0031604,2.115466,1.4837748,1.8478589,4.8847384,1.5274903,6.693103,4.367914,6.7380505,4.57585,6.508349,3.3527052,6.3253756,1.7819258,4.9053473,1.957936,5.3375506,4.0003266,4.626077,4.593428,3.1188796,3.4604962,2.798235,2.6292694,2.0591404,2.4128103,3.5947423,2.3035884,3.1217165,4.5319557,0.3483299,1.6694301,3.8590686,0.619118,2.700085,2.7360857,2.3129137,5.3214607,4.731773,4.9756427,4.212021,4.148893,3.828387,3.8254228,4.205909,2.5545793,2.0821857,2.7263477,3.2457247,3.1959603,2.0418992,2.0186145,2.5482209,2.9007437,3.097361,2.2527766,3.0298069,3.265078,1.7378718,1.5996789,2.3212492,1.4332916,0.9387192,1.461128,1.3207952,0.23272698,0.8091059,0.85254514,0.6013511,1.3799499,2.1473145,1.4304476,0.72327065,3.135585,1.4759064,1.4546311,0.6748455,1.5626004,0.37306744,0.77488804,0.38082466,1.5473189,0.74961615,0.68375695,0.37936276,0.3737733,1.0335101,0.61707133,0.488098,0.111432225,0.4033526,0.5368788,0.48543346,0.35704577,0.49126238,0.18086348,0.24339372,0.434136,0.22815813,0.391494,0.2565122,0.16103405,0.423648,0.15522146,0.505266,0.41081175,1.0068926,0.20296991,0.80521244,0.0,B
