@relation MicTrain
@attribute f_0 numeric
@attribute f_1 numeric
@attribute f_2 numeric
@attribute f_3 numeric
@attribute f_4 numeric
@attribute f_5 numeric
@attribute f_6 numeric
@attribute f_7 numeric
@attribute f_8 numeric
@attribute f_9 numeric
@attribute f_10 numeric
@attribute f_11 numeric
@attribute f_12 numeric
@attribute f_13 numeric
@attribute f_14 numeric
@attribute f_15 numeric
@attribute f_16 numeric
@attribute f_17 numeric
@attribute f_18 numeric
@attribute f_19 numeric
@attribute f_20 numeric
@attribute f_21 numeric
@attribute f_22 numeric
@attribute f_23 numeric
@attribute f_24 numeric
@attribute f_25 numeric
@attribute f_26 numeric
@attribute f_27 numeric
@attribute f_28 numeric
@attribute f_29 numeric
@attribute f_30 numeric
@attribute f_31 numeric
@attribute f_32 numeric
@attribute f_33 numeric
@attribute f_34 numeric
@attribute f_35 numeric
@attribute f_36 numeric
@attribute f_37 numeric
@attribute f_38 numeric
@attribute f_39 numeric
@attribute f_40 numeric
@attribute f_41 numeric
@attribute f_42 numeric
@attribute f_43 numeric
@attribute f_44 numeric
@attribute f_45 numeric
@attribute f_46 numeric
@attribute f_47 numeric
@attribute f_48 numeric
@attribute f_49 numeric
@attribute f_50 numeric
@attribute f_51 numeric
@attribute f_52 numeric
@attribute f_53 numeric
@attribute f_54 numeric
@attribute f_55 numeric
@attribute f_56 numeric
@attribute f_57 numeric
@attribute f_58 numeric
@attribute f_59 numeric
@attribute f_60 numeric
@attribute f_61 numeric
@attribute f_62 numeric
@attribute f_63 numeric
@attribute f_64 numeric
@attribute f_65 numeric
@attribute f_66 numeric
@attribute f_67 numeric
@attribute f_68 numeric
@attribute f_69 numeric
@attribute f_70 numeric
@attribute f_71 numeric
@attribute f_72 numeric
@attribute f_73 numeric
@attribute f_74 numeric
@attribute f_75 numeric
@attribute f_76 numeric
@attribute f_77 numeric
@attribute f_78 numeric
@attribute f_79 numeric
@attribute f_80 numeric
@attribute f_81 numeric
@attribute f_82 numeric
@attribute f_83 numeric
@attribute f_84 numeric
@attribute f_85 numeric
@attribute f_86 numeric
@attribute f_87 numeric
@attribute f_88 numeric
@attribute f_89 numeric
@attribute f_90 numeric
@attribute f_91 numeric
@attribute f_92 numeric
@attribute f_93 numeric
@attribute f_94 numeric
@attribute f_95 numeric
@attribute f_96 numeric
@attribute f_97 numeric
@attribute f_98 numeric
@attribute f_99 numeric
@attribute f_100 numeric
@attribute f_101 numeric
@attribute f_102 numeric
@attribute f_103 numeric
@attribute f_104 numeric
@attribute f_105 numeric
@attribute f_106 numeric
@attribute f_107 numeric
@attribute f_108 numeric
@attribute f_109 numeric
@attribute f_110 numeric
@attribute f_111 numeric
@attribute f_112 numeric
@attribute f_113 numeric
@attribute f_114 numeric
@attribute f_115 numeric
@attribute f_116 numeric
@attribute f_117 numeric
@attribute f_118 numeric
@attribute f_119 numeric
@attribute f_120 numeric
@attribute f_121 numeric
@attribute f_122 numeric
@attribute f_123 numeric
@attribute f_124 numeric
@attribute f_125 numeric
@attribute f_126 numeric
@attribute f_127 numeric
@attribute f_128 numeric
@attribute f_129 numeric
@attribute f_130 numeric
@attribute f_131 numeric
@attribute f_132 numeric
@attribute f_133 numeric
@attribute f_134 numeric
@attribute f_135 numeric
@attribute f_136 numeric
@attribute f_137 numeric
@attribute f_138 numeric
@attribute f_139 numeric
@attribute f_140 numeric
@attribute f_141 numeric
@attribute f_142 numeric
@attribute f_143 numeric
@attribute f_144 numeric
@attribute f_145 numeric
@attribute f_146 numeric
@attribute f_147 numeric
@attribute f_148 numeric
@attribute f_149 numeric
@attribute f_150 numeric
@attribute f_151 numeric
@attribute f_152 numeric
@attribute f_153 numeric
@attribute f_154 numeric
@attribute f_155 numeric
@attribute f_156 numeric
@attribute f_157 numeric
@attribute f_158 numeric
@attribute f_159 numeric
@attribute f_160 numeric
@attribute f_161 numeric
@attribute f_162 numeric
@attribute f_163 numeric
@attribute f_164 numeric
@attribute f_165 numeric
@attribute f_166 numeric
@attribute f_167 numeric
@attribute f_168 numeric
@attribute f_169 numeric
@attribute f_170 numeric
@attribute f_171 numeric
@attribute f_172 numeric
@attribute f_173 numeric
@attribute f_174 numeric
@attribute f_175 numeric
@attribute f_176 numeric
@attribute f_177 numeric
@attribute f_178 numeric
@attribute f_179 numeric
@attribute f_180 numeric
@attribute f_181 numeric
@attribute f_182 numeric
@attribute f_183 numeric
@attribute f_184 numeric
@attribute f_185 numeric
@attribute f_186 numeric
@attribute f_187 numeric
@attribute f_188 numeric
@attribute f_189 numeric
@attribute f_190 numeric
@attribute f_191 numeric
@attribute f_192 numeric
@attribute f_193 numeric
@attribute f_194 numeric
@attribute f_195 numeric
@attribute f_196 numeric
@attribute f_197 numeric
@attribute f_198 numeric
@attribute f_199 numeric
@attribute label {A,B,C}
@data
0.18378682,0.18473116,0.18595748,0.18668303,0.18774685,0.18911542,0.19174862,0.1938964,0.1974581,0.20114721,0.20510672,0.20840825,0.21413793,0.21925087,0.22529781,0.23151489,0.24076828,0.2500217,0.259917,0.27194226,0.28402045,0.29820877,0.3197732,0.33985218,0.35417116,0.39834896,0.44476372,0.43629688,0.38671917,0.5769435,0.83642393,0.9350644,0.93723845,1.5567384,2.9701276,3.8277621,4.106585,3.3553429,5.2066946,7.284776,7.6677184,6.0782404,2.8250666,2.0404346,2.6276603,3.8105502,2.4771388,3.4737463,2.7267141,2.63466,4.5139947,4.164643,3.8537033,3.1858075,4.413066,5.934546,5.7133694,3.79947,2.3435557,2.753306,2.8084767,2.34827,2.322829,2.3982713,2.0507107,1.7023171,1.6710464,1.6933883,1.7182248,1.8772042,2.2038436,2.3298295,2.0088272,1.8020093,2.712902,3.6783805,3.6373532,2.7709632,2.2798154,2.022055,1.5384305,1.9001837,2.2345622,2.6702814,2.155273,2.7844172,4.2740126,4.6371965,3.4948738,1.6893659,1.7027191,0.9144524,1.4186001,1.5135541,1.8534579,1.5472937,1.1929576,1.1392541,1.3226783,1.1791456,1.0814376,1.165078,1.0098906,1.1796664,0.44007725,0.68531126,0.82446516,0.7514496,0.6475859,0.5628495,0.468783,0.3713177,0.49874663,0.8041884,0.8117948,2.0638323,1.7947983,4.3142514,3.0690145,2.769394,1.5008606,1.2603778,4.0730352,3.4175816,4.851663,2.6054375,2.3829205,2.0721066,1.5700215,2.1562421,2.1323466,2.5728436,1.7552657,1.0483087,1.4146283,1.3232212,1.2162361,1.2576637,1.3706967,1.0858418,0.78067386,1.1262985,0.7848029,0.62725776,1.4415026,0.94629383,1.6410862,1.9620045,2.7515135,3.1209655,2.9768245,2.4709837,1.7758833,1.3919568,1.9257691,2.1298103,1.7175378,2.2431974,2.1742046,2.4901948,2.363064,2.1783671,2.2160995,2.4508705,2.956412,3.9544687,4.3446984,4.900504,3.5819159,5.09917,4.955736,5.3947663,6.474806,5.5064173,6.954674,5.272983,6.7531843,6.4220805,7.7323656,4.672132,4.8484654,4.4304166,6.2825403,5.2630935,4.1540313,5.437381,3.2892065,4.891923,2.679445,4.347823,2.2687333,2.5452824,3.575568,2.5809717,5.9726624,2.9584823,5.5439215,3.220131,4.886161,0.0,C
0.18408197,0.18473116,0.18595748,0.18668303,0.18774685,0.18911542,0.19174862,0.1938964,0.1974581,0.20114721,0.20510672,0.20840825,0.21413793,0.21925087,0.22529781,0.23151489,0.24076828,0.2500217,0.259917,0.27194226,0.28402045,0.29820877,0.3197732,0.33985218,0.35417116,0.39834896,0.44476372,0.43629688,0.6650326,0.93655986,1.0238241,1.5781509,2.0907395,1.9930052,2.9701276,4.738698,6.327414,5.1686206,6.4428134,7.284776,11.964755,6.303933,2.9512813,2.2352915,3.0655427,4.040135,5.043055,6.5597653,6.0992565,6.3325934,9.349603,10.544696,7.18682,5.364658,6.9466105,8.236324,8.815754,7.51014,4.2219605,3.3455222,3.881381,3.857819,3.1864445,2.8225281,3.1032505,2.0795438,1.7878547,1.6933883,1.7182248,2.487762,2.2038436,2.3599763,2.2187076,3.066872,4.410605,5.509001,6.267906,4.474926,4.2044797,3.5438838,2.3792253,2.6775787,5.4082713,7.253615,4.471909,4.803657,6.177982,6.5455613,3.8438902,2.2650423,1.671004,2.1073434,2.3600118,2.3263896,2.3384218,1.5472937,1.1118921,1.506917,1.7117461,1.4071795,1.5725632,1.5658536,1.2475463,1.0479945,1.1723703,1.1008712,0.9018965,1.5504196,1.3563222,1.1979902,1.3765895,1.5797031,1.4428169,1.1709757,1.95281,2.2031121,3.0622036,5.7390046,5.3267837,4.4664493,2.5338721,0.6735061,2.1632044,4.2292905,4.0289073,3.0180867,1.6833032,1.1033779,1.0144286,0.8381728,1.4363829,1.6548349,1.9550338,2.296573,2.8289862,2.66657,2.8327985,3.1195498,2.2900653,1.543055,1.426043,1.817442,1.4622638,1.7730819,2.4680545,2.6028912,3.3348353,3.9524174,3.0914626,3.1209655,2.9768245,2.4709837,2.4220169,2.4862382,3.8356884,4.073648,1.4447213,2.4019067,2.8255162,2.9877155,2.9343705,3.2077892,3.7083862,3.9934897,2.956412,4.0312295,6.684241,7.143536,4.604644,7.6104736,9.561264,8.26152,10.068088,10.522214,9.13429,8.363212,7.276913,10.549559,10.798926,13.47441,11.376357,12.936065,9.689122,12.447844,10.807299,11.848241,9.217511,7.2885103,5.0630827,4.0999236,3.6257594,3.597566,3.0511353,4.287877,4.7151628,6.2874207,6.4257016,5.8777018,7.440839,0.0,C
0.16316701,0.16399154,0.16475144,0.16476585,0.16628948,0.16651152,0.16826907,0.16979077,0.17232873,0.17397146,0.17719798,0.17811123,0.18239033,0.18473682,0.18854767,0.19247247,0.1980573,0.20387018,0.20915543,0.21598983,0.22160466,0.2302675,0.241882,0.25897935,0.2743882,0.28784576,0.28244022,0.25799653,0.5052833,0.55201066,0.8118034,1.3153422,1.8031017,2.181541,2.919609,3.9374595,4.8764777,3.6860802,1.4579374,1.8552684,2.967588,2.90337,1.9978936,1.1104645,1.3156891,2.026065,2.4901357,3.0722895,2.561729,1.300716,1.0633466,1.0018002,2.0774791,3.3535101,3.6196334,3.2153196,2.7829707,2.4325953,1.7195855,0.57056147,1.1637014,1.1593413,0.9454895,0.8924848,0.80504555,0.9592857,1.1464428,1.0666286,0.64852333,0.5266844,1.0742433,1.9282819,2.189526,2.2336664,2.018181,2.0097556,1.7780215,1.4918755,1.2342384,1.1963476,0.723681,0.61470634,0.89590424,0.80792326,2.424657,4.570812,6.733793,6.4694633,5.432982,3.8912601,4.7246566,4.178958,4.0620694,2.8355749,1.1488075,2.6009355,3.6150298,3.6860762,2.6614974,1.9299911,1.326693,1.1980909,0.8006834,0.87162614,0.59908533,0.79182136,1.4508651,2.010006,1.8047794,0.9883455,0.96500385,1.7280884,1.9820553,1.7582117,1.7682425,2.325583,2.753675,2.5463912,2.1309228,2.2484055,1.9164813,0.7277717,1.4538535,1.486677,1.0440867,1.0756986,1.8643273,2.5909731,1.9126725,1.2491344,1.5793198,1.8234423,2.0869238,3.1060977,4.0356135,6.7089868,9.008916,9.194268,6.2907233,4.4256096,2.7005477,2.4904664,3.3615136,1.6977142,2.6491778,3.5262563,1.8810492,0.93835366,2.2238889,2.99245,2.918755,3.3147757,2.9160008,3.0677855,3.7220654,2.4000854,1.8764725,1.9156553,3.1158426,3.7106156,4.1888185,5.8368335,7.766318,9.731896,9.885029,7.460585,4.6967316,7.9314423,7.008133,10.182103,13.950057,12.363806,9.433688,7.627766,1.6406798,5.625105,4.7986073,9.048185,13.377991,11.606274,12.779217,13.7031145,11.562021,8.619672,8.026302,8.315914,6.997627,4.112958,1.701723,2.2684622,4.7641153,7.728906,8.533882,6.719471,3.67375,0.809719,2.863102,6.50862,6.5093203,0.0,C
0.09343284,0.0955767,0.09965989,0.105453305,0.11221801,0.120049976,0.12839514,0.13914262,0.14895701,0.16090302,0.17324075,0.18675318,0.20045158,0.21602796,0.23279026,0.24902418,0.26910156,0.2881564,0.31073222,0.33385006,0.3630999,0.394191,0.44007996,0.50349975,0.55142033,0.5056134,0.64022446,1.1384505,2.2101717,4.212171,5.60524,5.6214504,4.8050265,3.5129583,5.610005,11.597657,15.186606,13.748529,9.019804,13.70077,22.49422,23.085588,14.274227,8.443091,4.635063,7.372472,6.1993275,8.190231,9.453213,8.804684,9.352231,9.452846,7.112816,5.2565756,7.643422,10.669006,8.006199,8.409233,11.050452,11.040176,3.6355596,6.212323,10.5262375,6.1493797,4.0282087,12.197993,13.408374,7.945026,3.950339,3.2142365,2.1473932,3.3575802,4.6760945,3.4311328,4.4178767,7.6055465,10.466005,11.065311,7.4744806,3.1933832,3.94948,3.8099015,3.2871838,7.184752,8.606388,4.1468925,5.020748,9.167323,7.3812747,4.4978137,5.984005,6.385392,3.3427057,2.3338966,4.1896987,4.5936475,4.9908447,4.14077,4.3013086,4.4210606,5.207603,5.5563183,7.5977263,10.326176,9.661027,6.2831244,6.181208,7.8718724,8.1536255,4.600655,6.3516407,8.17645,5.0466866,4.6020355,7.380714,6.737303,6.6235723,7.484108,7.2887726,4.746456,5.4955926,8.256797,7.5717382,4.3607645,3.2588494,6.291564,6.430088,8.250931,6.763061,5.1012206,12.59577,19.372648,16.306414,7.788032,13.236292,15.690097,7.6293025,8.003618,10.704141,6.9181156,5.1312075,3.965951,3.1255624,1.1905673,4.2701073,5.1201715,3.278161,2.6897955,2.3484452,3.9688277,2.9423056,3.786814,5.413812,6.692981,5.84732,3.6138294,7.6896057,10.029481,7.9225035,8.142429,12.257077,10.877775,5.647119,9.992028,14.657522,10.958931,3.948704,6.6154776,7.8760424,4.440829,5.3020973,4.531749,4.4638095,5.3803945,4.736924,6.044763,8.207977,7.3213596,8.286302,13.319424,13.510266,9.317641,11.212079,14.551156,12.3505745,10.132776,11.676797,12.616348,11.527554,10.705681,8.511137,7.149033,9.797463,10.110782,6.470991,4.7588387,5.3376904,4.118818,3.4697022,0.0,C
0.031172039,0.031035906,0.029951602,0.030357262,0.030880224,0.031084167,0.031662095,0.030226003,0.031398583,0.031342458,0.031058233,0.03210677,0.032817226,0.03293516,0.033400238,0.034035355,0.032579556,0.034189887,0.035634268,0.035798658,0.039588485,0.036760617,0.03906982,0.032933384,0.03938456,0.07757206,0.018193435,0.31763464,0.46374464,0.6572706,0.7458441,0.8119234,0.8642307,0.5951992,1.3637087,2.997998,2.7403967,2.7885478,2.510878,4.0908594,2.4725146,4.977136,2.2353747,2.7530632,2.1671996,2.139532,0.9073013,5.3786917,4.700308,1.0432013,3.215575,4.4228134,6.9721127,6.61136,4.189199,7.608623,6.13551,2.1177235,2.1204145,3.5277648,1.682681,2.0220964,3.8475025,1.4408072,1.3826388,3.991814,2.0926795,0.7031842,0.5301023,1.6038945,1.7196002,1.575162,1.6278033,1.967862,0.7243346,5.0901213,3.1430082,0.93359673,3.18509,1.730206,0.68174684,2.7179415,2.7185938,2.7011278,5.561477,7.9777603,4.0941763,7.3075857,9.136823,4.108192,1.3110204,4.150816,1.3822589,3.7941642,3.81706,1.3335689,3.3987758,4.224266,2.1073508,5.0436563,3.143247,4.38939,9.501484,5.157554,2.9160616,5.2173553,5.039705,5.2741547,6.165803,5.8105316,4.1722965,5.0505514,4.3490043,2.7221098,3.0680757,1.151395,0.100253224,3.4450483,1.6518748,1.661323,2.4340591,2.2828813,1.3620088,4.0902467,3.3313599,2.270104,4.015188,7.0804667,3.2922156,3.014648,4.635065,4.22754,1.5784215,1.5841318,2.2805574,2.909361,2.3226285,2.646189,2.0330205,3.696597,2.9068735,1.1148686,2.299611,1.2902143,3.2557542,3.314066,3.7995517,4.5602956,6.5123396,8.02064,3.30668,5.443821,7.181967,3.0063505,4.342616,6.6530643,2.6252909,3.5454288,5.4165225,4.0398793,2.5576956,3.3350124,4.3742,2.0533311,0.67123044,0.38386688,1.4547985,1.6162826,2.1587174,1.6342496,3.1707304,3.3764853,1.883398,1.4347249,2.3586845,1.7552041,3.7920601,5.6003904,4.634427,5.437041,8.035626,4.837743,3.244498,3.406857,3.84559,3.2069,3.9979625,4.2528315,1.0923656,3.7311654,3.6480393,0.3264816,4.48145,4.1424623,1.909438,2.2394354,3.575569,1.4771818,3.4432585,0.0,C
0.11653302,0.14495297,0.13261063,0.12686644,0.14905362,0.11314378,0.15317409,0.11928755,0.14082138,0.13840702,0.12067901,0.15168653,0.11153434,0.15249348,0.12386566,0.1348256,0.14470264,0.11574588,0.15511864,0.111276,0.149662,0.13064353,0.12989032,0.150915,0.10658863,0.1536518,0.13203555,0.14533421,0.15712845,0.08719477,0.28258502,0.25622693,0.33750758,0.52847046,0.46922576,1.2285086,1.4970971,1.2666737,2.3462124,5.2383075,4.61713,2.906454,1.0954924,0.6926093,0.9755646,0.8197227,0.5092249,0.3475452,0.690474,1.7566621,3.859838,5.707785,5.9200754,4.774749,5.3995066,5.8127456,5.405822,3.9090192,1.7413275,0.27122936,0.7262357,0.84968776,1.0240965,0.79087937,0.28671828,0.38682926,0.38174817,0.72909755,0.78032976,1.0309875,1.0320002,0.9045083,1.021258,1.6596293,2.4638803,3.0233505,3.1273954,2.8219414,2.2839372,1.5255842,0.7881229,1.164284,1.0702512,0.74601626,0.829838,1.2971517,2.2446213,2.656572,2.2054858,1.2994576,0.44238928,0.3773787,0.50049335,0.5309944,0.6598729,0.6985627,0.5888615,0.5101986,0.3828318,0.31788194,0.21671475,0.15523274,0.36386305,0.4815726,0.40772948,0.2675551,0.14801149,0.53597754,0.608344,0.350733,0.23920484,0.2941893,0.27528676,0.11883431,0.17522418,0.30890852,0.50944453,0.7286628,0.6734333,0.2913567,0.15811269,0.7693093,1.7624722,2.3800433,2.3177998,1.9997349,1.6658728,1.2343221,0.73805815,0.37704334,0.38626567,0.9628706,1.2816235,1.2187817,1.0386201,0.8041181,0.357827,0.5624995,0.82646406,0.7300575,0.7851427,0.9642092,0.8517902,0.6369241,0.6142135,0.5270114,0.6482483,0.9745936,1.438477,1.8061669,1.8891251,1.707152,1.6138484,1.449278,0.95121664,0.40907693,0.07022936,0.62942046,0.89775306,0.60925746,0.29477176,0.57863307,0.29585394,0.4450128,0.7698672,0.9814762,1.2190644,1.0558534,0.5001903,0.53460234,1.0568964,1.4368939,1.6150717,1.3344047,0.8761559,0.6749676,0.5829893,0.33965564,0.31060717,0.5160649,0.8117748,0.9838712,1.0053934,0.8612525,0.70519245,0.6661315,0.64966094,0.38917097,0.5124356,0.86328524,0.9630764,1.3494037,1.4150224,1.4386197,1.5166404,1.6658962,1.4594783,0.9826984,0.77874905,0.0,C
0.005135383,0.0059026727,0.006386223,0.0067821806,0.0060265134,0.006151975,0.00626641,0.008129445,0.006531589,0.0067309556,0.0075800684,0.007087505,0.008408021,0.007933333,0.007900994,0.008248813,0.0089773815,0.009204398,0.008936104,0.009710314,0.01061007,0.011366316,0.012588766,0.021059057,0.033899214,0.044961102,0.099794775,0.18504083,0.22178209,0.24254328,0.52345306,0.9245889,1.2661848,1.8787673,3.2543309,4.3744283,4.779061,4.1150765,3.0646276,4.878692,5.835158,3.9623508,1.4156767,0.87386817,0.93165195,0.9167489,0.8146893,1.067441,0.9455542,1.118532,1.6193879,1.4265529,1.4303398,1.9805317,2.6857202,3.6685367,5.0631766,5.2710896,3.7743094,1.4297383,0.4339015,0.8291901,0.74238247,0.5605593,1.1263396,1.381495,1.1237102,0.7339084,0.7001127,0.72110623,0.803276,0.9680109,1.3454703,1.4663177,1.6409005,2.4022448,3.2422993,3.297936,2.8463607,2.926231,2.9298995,2.7274497,3.0557268,2.8670714,2.1422315,2.5867918,2.9292593,2.52853,1.9790344,1.5530059,1.1360544,0.7702462,0.51032084,0.4319697,0.45688692,0.716415,0.84866846,0.9859127,0.9214709,0.66805995,0.5573831,0.72365844,1.0789744,1.3616226,1.4683641,1.5407226,1.6803291,1.8103327,1.6453868,1.2057756,0.8273095,0.8157452,0.76649314,0.64726055,0.6899585,0.8586307,0.9463643,1.0807635,1.113912,0.9688271,0.55628115,0.62994784,1.0720832,1.2680795,1.1334885,0.9346092,0.9353114,1.0524739,1.0258789,0.967673,0.9745589,0.8238161,0.6937363,0.27208686,0.5806251,0.5165739,0.2927782,0.73261964,1.3134656,0.87912375,0.89929575,0.87703514,0.8394852,0.94734895,1.1893774,1.5608556,2.0851262,2.268931,2.5089984,2.5590563,1.8909763,1.4023947,1.1971741,1.1167349,1.2441812,1.4747748,1.2905488,0.7293264,1.5632367,1.6041616,2.1527548,3.0671484,2.7785797,1.4944078,1.4777715,2.02179,1.4834838,1.371298,1.7621216,2.4469814,3.344492,3.4575725,3.3620422,3.1370597,2.8138127,3.2037063,3.0787413,3.1493547,3.0522454,2.3914378,1.6451669,1.5442296,1.5490862,1.5203352,1.9595977,2.2377558,1.9762424,1.7425926,1.9188682,1.8708647,1.7378999,1.8424371,2.1263125,2.0792067,2.354981,2.4231706,2.1675029,2.168002,3.117659,0.0,C
0.15331149,0.15012509,0.15600653,0.15812188,0.14817435,0.15274198,0.16238917,0.14725156,0.1476331,0.16643228,0.14861639,0.14136165,0.16945495,0.15094048,0.13310783,0.17184158,0.15714929,0.12246709,0.17515443,0.16442353,0.10745342,0.17487773,0.17263675,0.10625065,0.16488048,0.19093043,0.23889099,0.7754391,2.0989597,3.345387,4.2387958,5.1190763,5.53996,4.6695995,5.7875624,8.1206455,6.1586103,3.368455,5.3623686,7.5928364,8.026907,5.6808815,3.2721534,1.554457,1.8052244,1.12569,0.9243581,2.1916282,0.95013946,2.1560144,2.6316597,2.0403166,2.947011,3.0001757,2.1008482,4.941976,6.8291917,5.510603,6.658241,3.7266457,2.0351038,2.8869824,1.7111669,1.1559321,0.75905246,1.892739,2.0827236,1.839808,1.7549515,1.6688277,1.6219087,1.210284,0.9412124,1.4407111,2.4887338,3.3062017,3.6975296,3.510633,2.812856,2.079958,1.9605445,2.2498014,2.7047012,2.9629707,3.1681404,3.1959877,2.875887,2.165827,1.7869806,1.2779677,1.3384247,1.4251423,1.1289871,0.93301684,0.7661212,1.1685549,1.1581168,0.5981265,1.1556388,1.7909415,2.1418154,3.7025366,5.2925253,5.382976,3.881042,2.7585847,3.3477027,3.3588994,2.6649964,2.3820586,2.3516226,1.9174756,1.7568283,1.8084371,1.4091651,0.841549,1.4252503,1.4823374,1.758374,1.4701828,1.9153663,1.4854504,1.5380386,1.5717875,1.3631746,1.3381271,1.893433,2.0302806,1.5310622,1.6136576,2.1193993,1.856297,1.7543813,2.5657103,2.8296294,3.1783795,4.0654397,3.328295,3.4269023,4.1668177,2.947592,3.8393137,3.2142189,2.178752,2.4193754,3.3807566,3.1963491,2.986697,3.3774846,4.609725,3.8860185,2.8794007,3.3934019,3.9833872,4.5525494,3.0169039,2.5750759,3.2523196,2.9705374,3.0998802,3.6679301,5.0910482,5.269484,4.257608,2.4090025,4.1277575,4.7524815,3.0712204,2.1511314,3.356479,4.1733074,3.954088,3.769646,4.5002584,3.8689802,4.527637,5.6300406,6.172589,5.9198637,4.97188,3.9926438,3.268426,2.7105997,3.031216,3.9235158,4.4832587,4.2520556,3.2744007,3.4014568,3.8806684,3.1124566,2.8602948,3.8329787,3.7457736,3.9469838,3.8635278,3.338161,2.302576,3.4503253,0.0,C
0.37688127,0.3598854,0.32857248,0.3853045,0.33981225,0.3419551,0.3836978,0.323455,0.35891193,0.37096012,0.31238306,0.37315387,0.34982187,0.3138596,0.37978086,0.32280058,0.3258395,0.37448156,0.2953303,0.34008944,0.35780004,0.29202324,0.35810983,0.34737957,0.37980166,0.46784192,0.5451891,0.82629204,2.0989597,3.345387,4.2387958,5.1190763,5.53996,4.6695995,5.7875624,8.1206455,6.1586103,3.368455,5.3623686,7.5928364,8.026907,5.419546,3.5908756,3.8575308,5.142742,5.462358,4.1333528,4.086404,6.191306,6.7802763,4.9241095,4.7001376,7.377352,8.406743,6.184962,3.4109054,5.995549,8.514284,8.29431,6.069616,4.1199455,4.57689,5.640952,5.7784085,4.9652267,3.8733513,3.145903,2.6487904,2.4086585,2.576588,2.3298006,1.4762642,1.1968173,2.5108945,2.4118571,1.4344703,2.2843637,3.5872796,3.2093906,1.4590597,2.1580133,3.8393326,3.4054618,2.3701768,2.4473133,3.5730407,3.9597535,2.235675,1.8094622,1.2381426,1.7811115,2.0084398,1.5291593,1.0734276,1.1477972,1.4713638,0.78835404,1.0063417,2.100774,1.9702301,1.1822666,1.5753796,3.67726,4.3322706,1.8893917,2.0107527,3.5736341,3.5173156,1.9705698,1.4531659,2.319312,2.6636817,1.863718,1.0496504,1.7178555,2.787631,2.5231738,2.4499917,3.5432007,4.793677,4.7498984,4.664658,6.1317487,6.4430475,6.1385727,5.616923,6.4683557,5.865335,4.555328,4.479296,4.918129,4.0702286,2.1638482,2.5657103,4.4229097,5.792806,4.707886,3.328295,3.4877768,5.478888,4.8080344,3.8393137,1.8089763,1.7298028,1.6131216,3.3807566,3.1963491,2.986697,3.1976783,3.4681604,3.8860185,2.8794007,3.3934019,4.1429553,4.5525494,3.0169039,2.5750759,3.2523196,3.580586,3.1669352,1.8818669,2.6057148,3.0684605,3.1556203,2.4082434,1.5991822,2.3393743,1.7445282,1.96564,3.356479,3.4360454,2.4986577,3.0198088,2.7305264,2.490883,3.3639846,4.62877,5.2795415,4.950111,2.7537153,1.7711959,1.3681645,1.6556084,2.9904742,2.7278736,2.7775626,2.6694572,2.1595974,2.6973734,3.7525156,3.7116475,2.120692,1.8486004,2.549314,2.9886234,1.7073474,1.6279235,2.0082934,2.9394696,0.0,C
0.32039657,0.32134062,0.32140765,0.3212652,0.32155448,0.32160252,0.32211572,0.32291594,0.32443798,0.32540035,0.32573146,0.3259522,0.327175,0.33396295,0.34306374,0.3535604,0.36444172,0.37581187,0.38909742,0.40542266,0.42796397,0.44920704,0.48258772,0.53240806,0.5679884,0.7274877,1.1803253,1.4764119,1.7556278,2.117142,4.2032566,6.0947933,8.185619,7.9769516,8.469988,7.1681457,8.584625,9.92657,9.905277,13.400959,9.02743,19.802738,7.3164625,7.1711016,5.142742,5.4671154,6.1645045,6.1617484,7.1265874,6.7802763,6.208307,5.3530703,7.377352,8.406743,13.499956,19.777533,18.750704,21.451239,26.255875,19.516619,11.755437,9.092276,7.8917994,6.1981874,5.191066,4.6172833,4.37529,5.818381,5.729219,5.247026,3.955041,3.4096751,4.8205333,4.3840785,4.212555,4.336529,4.804913,5.096522,5.218453,5.363278,4.0602126,5.0229216,6.264533,9.195721,7.776294,6.8880477,4.5533133,3.1848783,4.878727,6.044303,4.5891833,3.4162517,2.9359155,1.5279411,3.0716395,2.5454106,2.3489041,2.212679,2.6236105,2.1218183,3.5441573,3.4623783,3.0154815,5.558956,4.9536147,5.4074097,4.406061,3.5173156,2.72085,3.4782841,2.9873278,4.132217,3.0171597,4.730923,3.7861304,4.5522428,3.0428996,6.0491786,6.334511,4.793677,4.7498984,6.310501,10.842359,7.064989,6.1385727,5.8463755,6.4683557,5.865335,4.555328,4.479296,4.918129,4.078796,4.246604,4.028151,4.4261484,6.06877,5.279085,6.9596415,8.670019,6.1338563,4.9414597,3.744876,2.281495,3.136519,5.986843,7.4161997,8.546609,4.7799597,2.825924,3.5691175,3.087244,2.8039763,4.8589945,4.834734,4.1699386,5.9430385,6.913282,5.7793694,4.901333,4.113786,2.7152593,3.1963077,4.0557046,4.2640576,4.276182,3.7421014,3.8347845,2.9307294,5.3158793,8.975337,9.616551,7.9566803,4.044659,4.6319113,3.5737126,3.6705465,5.102529,5.2795415,5.0273843,4.557939,2.818223,3.1977966,2.5174863,2.7674613,3.06988,3.984399,3.4451842,3.1675596,2.6973734,3.7525156,4.773111,6.549876,6.4419436,5.885092,5.2517185,5.667682,5.786548,6.011759,6.8527455,0.0,C
